text_clean,text_preprocess
semoga nkri negara indonesia kedapan slalu tertib dan lebih mengutamakan kesejateraan rakyat dan jangan mau ikut campur terhadap perang yg terkadi di luar negara supaya nkri cinta damai agamasuku dan adat dalam negara tampa membeda bedakan satu sama lain utamakan rakyat kita pak kedepan indonesia tanah air ku hidup rakyat indonesia bersama,"['moga', 'nkri', 'negara', 'indonesia', 'kedap', 'slalu', 'tertib', 'utama', 'kesejateraan', 'rakyat', 'campur', 'perang', 'yg', 'kadi', 'negara', 'nkri', 'cinta', 'damai', 'agamasuku', 'adat', 'negara', 'tampa', 'beda', 'beda', 'utama', 'rakyat', 'depan', 'indonesia', 'tanah', 'air', 'ku', 'hidup', 'rakyat', 'indonesia']"
wah bener baru kalii ini liat pemimpin hafal nama pemimpin negara tanpa text bookbangga banget punya presiden seperti beliau,"['bener', 'kali', 'liat', 'pimpin', 'hafal', 'nama', 'pimpin', 'negara', 'text', 'bookbangga', 'banget', 'presiden', 'beliau']"
selamat pak prabowo dan pak gibran semoga apa yg di pidato bpk itu kelak akan di jalankan ya pak,"['selamat', 'prabowo', 'gibran', 'moga', 'yg', 'pidato', 'bpk', 'kelak', 'jalan', 'ya']"
terima kasih pak jokowi pak makruf amin brselamat bertugas pak prabowo pak gibran brsemoga indonesia akan terus lebih baik lagi aamiin ,"['terima', 'kasih', 'jokowi', 'makruf', 'amin', 'brselamat', 'tugas', 'prabowo', 'gibran', 'brsemoga', 'indonesia', 'aamiin']"
presiden yang baruibu negara nya siapa pak ,"['presiden', 'baruibu', 'negara', 'nya']"
lanjutkanbrarisman hulubrjangan kuatir dan jgn di lupain,"['lanjutkanbrarisman', 'hulubrjangan', 'kuatir', 'jgn', 'lupain']"
a href woakwoakwoakwkaowka,"['a', 'href', 'woakwoakwoakwkaowka']"
selamat menjalankan tugas pak prabowo  semoga janji yang bapak janjikan bisa terlaksanakan amin,"['selamat', 'jalan', 'tugas', 'prabowo', 'moga', 'janji', 'janji', 'laksana', 'amin']"
congratulations  new my president     bapak prabowo subianto  insyaallah dengan nama allah swt dengan kepemimpinan bapak nanti indonesia akan lebih maju dan berani untuk menjadi negara besar  success selalu buat bapak allah always blessings you,"['congratulations', 'new', 'my', 'president', 'prabowo', 'subianto', 'insyaallah', 'nama', 'allah', 'swt', 'pimpin', 'indonesia', 'maju', 'berani', 'negara', 'success', 'allah', 'always', 'blessings', 'you']"
a href dari sini bisa diliat indonesia yang bisa bersahabat dan cukup berdaulatbrbra href siapa tuhbrbra href mm yg ini ga setuju pak bayang gerr masih gantungin quotsaya menangquot,"['a', 'href', 'liat', 'indonesia', 'sahabat', 'berdaulatbrbra', 'href', 'tuhbrbra', 'href', 'mm', 'yg', 'ga', 'tuju', 'bayang', 'gerr', 'gantungin', 'quotsaya', 'menangquot']"
luar biasa pak prabowo subianto presiden rakyat indonesia,"['prabowo', 'subianto', 'presiden', 'rakyat', 'indonesia']"
wakil presiden ku admin akun fufufafa,"['wakil', 'presiden', 'ku', 'admin', 'akun', 'fufufafa']"
terima kasih bapak jokowi dan ibu iriana untuk segalanya tuhan memberkati bapak dan ibu selalu,"['terima', 'kasih', 'jokowi', 'iriana', 'tuhan', 'kati']"
presidenku ,['presiden']
selamat semoga gak balikan lagi sama istri y inti y ,"['selamat', 'moga', 'gak', 'balik', 'istri', 'y', 'inti', 'y']"
program pemerintah pusat sangat sangat luas biasa  tetapi yg harus di awasi  pemerintah provinsi daerah serta desa desa agar perokgeram memerintah pusat pas ke sasaran nya  kadang kala mereka koropsi serta yg kena sumbangan kelompok tertentuatau keluarga nya sendiri saja ,"['program', 'perintah', 'pusat', 'luas', 'yg', 'awas', 'perintah', 'provinsi', 'daerah', 'desa', 'desa', 'perokgeram', 'perintah', 'pusat', 'pas', 'sasar', 'nya', 'kadang', 'koropsi', 'yg', 'kena', 'sumbang', 'kelompok', 'tertentuatau', 'keluarga', 'nya']"
smgh sht terus pak dan saya doakan smgh jg bpk dan ibu titiek bersatu kembali,"['smgh', 'sht', 'doa', 'smgh', 'jg', 'bpk', 'titiek', 'satu']"
baru kali ini gua bangga punya presiden,"['kali', 'gua', 'bangga', 'presiden']"
alhamdulillah pak prabowo akhirnya flashback ke kisah hidup beliau ku terharu pak prabowo sampai di titik ini semoga amanah pak aamiin,"['alhamdulillah', 'prabowo', 'flashback', 'kisah', 'hidup', 'beliau', 'ku', 'haru', 'prabowo', 'titik', 'moga', 'amanah', 'aamiin']"
alhamdulillah bapak prabowo akhirnya menjadi presiden ri ,"['alhamdulillah', 'prabowo', 'presiden', 'ri']"
rasanya akan sulit menemukan presiden seperti pk jokowi lagikrn beliau sya berani menegakkan kepala dinegara sy merantau,"['sulit', 'temu', 'presiden', 'pk', 'jokowi', 'lagikrn', 'beliau', 'sya', 'berani', 'tegak', 'kepala', 'negara', 'sy', 'rantau']"
a href saya sangat kagum dengan kecerdasan pak presiden jenderal prabowo dalam menyapa sejumlah tamu dari negara asing menyebutkan nama lengkap beserta pangkat dan jabatannya tanpa teks,"['a', 'href', 'kagum', 'cerdas', 'presiden', 'jenderal', 'prabowo', 'sapa', 'tamu', 'negara', 'asing', 'nama', 'lengkap', 'serta', 'pangkat', 'jabat', 'teks']"
apakah tahun  ada pendaftaran cpns lagi,"['daftar', 'cpns']"
the best my president bpk prabowo subianto  ,"['the', 'best', 'my', 'president', 'bpk', 'prabowo', 'subianto']"
salut banget pak prabowo nyebutin semua nama tamu sepanjang dan sebanyak itu tanpa baca teks ,"['salut', 'banget', 'prabowo', 'nyebutin', 'nama', 'tamu', 'baca', 'teks']"
kami doakan pak prabowo sehat selalu dan diberikan kebijakan untuk memimpin negara indonesia tercinta tapi kami masyrakat kecil mohon perhatian agar  bapak bersedia mengangkat guru honor daerah propinsi yg sudah  th mengabdi tapi sampai saat ini belum terangkat jadi pk terimakasih,"['doa', 'prabowo', 'sehat', 'bijak', 'pimpin', 'negara', 'indonesia', 'cinta', 'masyrakat', 'mohon', 'perhati', 'sedia', 'angkat', 'guru', 'honor', 'daerah', 'propinsi', 'yg', 'th', 'abdi', 'angkat', 'pk', 'terimakasih']"
terimakasih banyak presiden jokowi dodo ,"['terimakasih', 'presiden', 'jokowi', 'dodo']"
alhamdulillahbrya allah akhirnya bapak prabowo amp mas gibran di lantik,"['alhamdulillahbrya', 'allah', 'prabowo', 'amp', 'mas', 'gibran', 'lantik']"
kita lihat nanti indonesia bisa lunas ga hutang yg makin bengkak karena jokiwi dipegang pak prabowo moga ga makin bengkak tapi lunas bener  nol rakyat butuh bukti konkret terutama didesa kampung yg susah hidupnya bukan janji manis rakyat udah lelah dibodohi,"['lihat', 'indonesia', 'lunas', 'ga', 'hutang', 'yg', 'bengkak', 'jokiwi', 'pegang', 'prabowo', 'moga', 'ga', 'bengkak', 'lunas', 'bener', 'nol', 'rakyat', 'butuh', 'bukti', 'konkret', 'desa', 'kampung', 'yg', 'susah', 'hidup', 'janji', 'manis', 'rakyat', 'udah', 'lelah', 'bodoh']"
best,['best']
mana makan siang yang di janjikan itu wok,"['makan', 'siang', 'janji', 'wok']"
a href pada teriak uraaa,"['a', 'href', 'teriak', 'uraaa']"
alhamdulillah alhamdulillah alhamdulillah alhamdulillah bapak prabowo dilantik menjadi presiden ri terima kasih ya allah pilihan saya menjadi presiden ri,"['alhamdulillah', 'alhamdulillah', 'alhamdulillah', 'alhamdulillah', 'prabowo', 'lantik', 'presiden', 'ri', 'terima', 'kasih', 'ya', 'allah', 'pilih', 'presiden', 'ri']"
selvy ananda cantiiiiik,"['selvy', 'ananda', 'cantiiiiik']"
a href luar biasa merinding dengar pidato beliau a href,"['a', 'href', 'merinding', 'dengar', 'pidato', 'beliau', 'a', 'href']"
o,['o']
 permintaan dari rakyat kecil terutama buat sopir trukmobil kecil atau pengendara motor pesan buat bapak presiden   tolong jangan dinaikan lagi harga bbm indonesia   sulit banget nyari rejeki terutama para sopir jika bbm dinaikkan     terimakasih ,"['minta', 'rakyat', 'sopir', 'trukmobil', 'kendara', 'motor', 'pesan', 'presiden', 'tolong', 'naik', 'harga', 'bbm', 'indonesia', 'sulit', 'banget', 'nyari', 'rejeki', 'sopir', 'bbm', 'naik', 'terimakasih']"
merinding denger pidatonya pak prabowo semangatnya luar biasa sehat selalu pak,"['merinding', 'denger', 'pidato', 'prabowo', 'semangat', 'sehat']"
akhirnya setelah sekian lama ,['sekian']
semoga pak prabowo bisa membuat indonesia menjadi lebih maju dan sejahtera selamat pak prabowo,"['moga', 'prabowo', 'indonesia', 'maju', 'sejahtera', 'selamat', 'prabowo']"
selamat bapak presidenkubrpak pr bapak untuk indonesia banyak banget pak dari sektor pendidikan pertanian ekonomi politik hukum semua ada minusnya belum lagi kasus kemanusiaan contoh kkb di papua semoga di era kepemimpunan bapak bisa mengatasi hal buruk tersebut sulit pasti pak tapi kalau bapak berjuang pasti bisa rakyat akan selalu mendukung untuk pemimpin yg amanah kami bantu doa pak ,"['selamat', 'presidenkubrpak', 'pr', 'indonesia', 'banget', 'sektor', 'didik', 'tani', 'ekonomi', 'politik', 'hukum', 'minus', 'manusia', 'contoh', 'kkb', 'papua', 'moga', 'era', 'kepemimpunan', 'atas', 'buruk', 'sulit', 'juang', 'rakyat', 'dukung', 'pimpin', 'yg', 'amanah', 'bantu', 'doa']"
saya sudah dua kali ikut memilih beliau,"['kali', 'pilih', 'beliau']"
bapak presiden ku bapak prabowo ku amanah yah bapak ,"['presiden', 'ku', 'prabowo', 'ku', 'amanah', 'yah']"
semoga amanah para pejuang negeri ,"['moga', 'amanah', 'juang', 'negeri']"
semangat pkpk pori harus dalam pengawasa tni,"['semangat', 'pkpk', 'pori', 'pengawasa', 'tni']"
cintai negeri ini seperti milik kita bersama ya pak,"['cinta', 'negeri', 'milik', 'ya']"
selamat bertugas pak presiden yang baru prabowo subianto  semoga amanah dan mampu membawa indonesia lebih baik lagi ,"['selamat', 'tugas', 'presiden', 'prabowo', 'subianto', 'moga', 'amanah', 'bawa', 'indonesia']"
moment yg mewakili seluruh rakyat indonesia a href,"['moment', 'yg', 'wakil', 'rakyat', 'indonesia', 'a', 'href']"
assalamualaikum warahmatullahi wabarakatuh kapan pak prabowo subianto dinas ke keluar negeri kunjungan negara asia tenggara dan negara laen di eropa pake mobil esemka buatan indonesia sendiri maung garuda harus ya indonesia punya mobil dinas kepresiden sendirii dari indonesia ke luar negeri kaya persiden amerika apa bawa mobil sendiri dari negara ya indonesia kapan kaya gitu mobil dinas kepresidenan buat anak bangsa sendiri mobil maung garuda mv hari perdana kerja jadi persiden,"['assalamualaikum', 'warahmatullahi', 'wabarakatuh', 'prabowo', 'subianto', 'dinas', 'negeri', 'kunjung', 'negara', 'asia', 'tenggara', 'negara', 'laen', 'eropa', 'pake', 'mobil', 'esemka', 'buat', 'indonesia', 'maung', 'garuda', 'ya', 'indonesia', 'mobil', 'dinas', 'presiden', 'sendiri', 'indonesia', 'negeri', 'kaya', 'persiden', 'amerika', 'bawa', 'mobil', 'negara', 'ya', 'indonesia', 'kaya', 'gitu', 'mobil', 'dinas', 'presiden', 'anak', 'bangsa', 'mobil', 'maung', 'garuda', 'mv', 'perdana', 'kerja', 'persiden']"
bismillahirrahmanirrahim semoga indonesia lebih maju kedepan dengan bimbingan pak prabowo,"['bismillahirrahmanirrahim', 'moga', 'indonesia', 'maju', 'depan', 'bimbing', 'prabowo']"
slmt bpk berdua tym sll dlm tugas dan tanggung jawabnya,"['slmt', 'bpk', 'dua', 'tym', 'sll', 'dlm', 'tugas', 'tanggung']"
harapan km presiden sekarang bisa lbh baik dr pk jokowi,"['harap', 'km', 'presiden', 'lbh', 'dr', 'pk', 'jokowi']"
ya allah terharu dan senang banget brselamat bertugas bapak ,"['ya', 'allah', 'haru', 'senang', 'banget', 'brselamat', 'tugas']"
selamat bertugas bapak presiden prabowo subiantosemoga amanah,"['selamat', 'tugas', 'presiden', 'prabowo', 'subiantosemoga', 'amanah']"
awal kebangkitan macan asia ,"['bangkit', 'macan', 'asia']"
semoga bisa betul penuhi janji menambah kan gaji guru  juta perbulan,"['moga', 'penuh', 'janji', 'tambah', 'gaji', 'guru', 'juta', 'bulan']"
wakil presiden nya di gantiin plis kalau bisa,"['wakil', 'presiden', 'nya', 'gantiin', 'plis']"
presiden amp wakil terbaik selamat bertugas semoga indonesia semakin maju,"['presiden', 'amp', 'wakil', 'baik', 'selamat', 'tugas', 'moga', 'indonesia', 'maju']"
focus a href quot dlm hati pak presiden prabowo yg tulus quot  hello my old friend ,"['focus', 'a', 'href', 'quot', 'dlm', 'hati', 'presiden', 'prabowo', 'yg', 'tulus', 'quot', 'hello', 'my', 'old', 'friend']"
kita liat berani lawan tradisi korupsi gak nantinya soalnya sekarang korupsi sdh merajalela sampai ttik terendah masyarakat bantuan pun dipalak dlu sma kados bru dibagiin ke warganya,"['liat', 'berani', 'lawan', 'tradisi', 'korupsi', 'gak', 'korupsi', 'sdh', 'rajalela', 'ttik', 'rendah', 'masyarakat', 'bantu', 'palak', 'dlu', 'sma', 'kados', 'bru', 'dibagiin', 'warga']"
terima kasih pak prabowo  tambahan  juta  bulan untuk guru sudah diterima  umpama ,"['terima', 'kasih', 'prabowo', 'tambah', 'juta', 'guru', 'terima', 'umpama']"
selamat pak presiden yg baru prabowo subiantosemoga amanah dan jangan lupakan umkm,"['selamat', 'presiden', 'yg', 'prabowo', 'subiantosemoga', 'amanah', 'lupa', 'umkm']"
akhirnya setelah  tahun kita memiliki presiden rasa presiden seutuhnya ,"['milik', 'presiden', 'presiden', 'utuh']"
kak selvi ,"['kak', 'selvi']"
ibu megapak ganjarmahmud kmn ya,"['megapak', 'ganjarmahmud', 'kmn', 'ya']"
selamat kepada pak prabowo atas pengambilan sumpah presiden ri semoga amanah dan memegang erat uud  brpr bapak banyak sekali semoga bapak bisa menyelesaikan semua pr republik ini,"['selamat', 'prabowo', 'ambil', 'sumpah', 'presiden', 'ri', 'moga', 'amanah', 'pegang', 'erat', 'uud', 'brpr', 'moga', 'selesai', 'pr', 'republik']"
a href apresiasi,"['a', 'href', 'apresiasi']"
 insyaallah bhinneka tunggal   jayalah indonesia raya  berkibarlb sang merah putih jayalah indonesia kuterimr kasih pabrbr  indonesia,"['insyaallah', 'bhinneka', 'tunggal', 'jaya', 'indonesia', 'raya', 'berkibarlb', 'sang', 'merah', 'putih', 'jaya', 'indonesia', 'kuterimr', 'kasih', 'pabrbr', 'indonesia']"
sehatsehat presiden ku,"['sehatsehat', 'presiden', 'ku']"
terimakasih pak jokowi atas dedikasi nya selama thn ini sehat dan bahagia selalu ya pak  brbrdan untuk pak prabowo amp gibran selamat ya  semoga bisa membawa indonesia lebih maju dan sejahtera aamiinn  brbrjujur sedih liat pak jokowi cintaaa bgt aku sama pak jokowi brtapi tetep happy karena ada mayor teddy  love bgt sama mayted ,"['terimakasih', 'jokowi', 'dedikasi', 'nya', 'thn', 'sehat', 'bahagia', 'ya', 'brbrdan', 'prabowo', 'amp', 'gibran', 'selamat', 'ya', 'moga', 'bawa', 'indonesia', 'maju', 'sejahtera', 'aamiinn', 'brbrjujur', 'sedih', 'liat', 'jokowi', 'cintaaa', 'bgt', 'jokowi', 'brtapi', 'tetep', 'happy', 'mayor', 'teddy', 'love', 'bgt', 'mayted']"
good,['good']
mantap indonesia maju,"['mantap', 'indonesia', 'maju']"
semoga terungkap akun fufufafa itu siapa padahal kita sudah tau itu siapa,"['moga', 'ungkap', 'akun', 'fufufafa', 'tau']"
gw kira setelah presiden baru dilantik mimpi buruk akan mulai redabrternyata muka anaknya sekarang mulai di blow up oleh media,"['gw', 'presiden', 'lantik', 'mimpi', 'buruk', 'redabrternyata', 'muka', 'anak', 'blow', 'up', 'media']"
apakah saya melihat new sukarno,"['new', 'sukarno']"
astungkara angayubagia akhirnya sdh resmi dilantik jadi orang no di indonesia pemimpin bangsa indonesia  okt  smg bpk presiden prabowo amp wakil presiden bpk gibran smg sll berhasil menunaikan tugasquot yg sangat berat n sy kagum melihat n mendengarkan di tv pidatonya bpk presiden bgt amat sangat hafal mnyebut  namaquot tamu kenegaraan merdekamerdekamerdekarahayurahayurahayu,"['astungkara', 'angayubagia', 'sdh', 'resmi', 'lantik', 'orang', 'no', 'indonesia', 'pimpin', 'bangsa', 'indonesia', 'okt', 'smg', 'bpk', 'presiden', 'prabowo', 'amp', 'wakil', 'presiden', 'bpk', 'gibran', 'smg', 'sll', 'hasil', 'tunai', 'tugasquot', 'yg', 'berat', 'n', 'sy', 'kagum', 'n', 'dengar', 'tv', 'pidato', 'bpk', 'presiden', 'bgt', 'hafal', 'mnyebut', 'namaquot', 'tamu', 'negara', 'merdekamerdekamerdekarahayurahayurahayu']"
luar biasa protokol dari sekretariat negara ri untuk presiden jokowi dan kami memilih pak prabowo untuk melanjutkan pembangunan presiden jokowi terima kasih pak ir joko widodo sangat luar biasa kepempimpinan bapak tuhan memberkati bersama keluarga ,"['protokol', 'sekretariat', 'negara', 'ri', 'presiden', 'jokowi', 'pilih', 'prabowo', 'lanjut', 'bangun', 'presiden', 'jokowi', 'terima', 'kasih', 'ir', 'joko', 'widodo', 'kepempimpinan', 'tuhan', 'kati', 'keluarga']"
selamat bertugas presiden dan wakil presiden ku  bapak prabowo subianto dan bapak gibran rakabuming raka pada bapak berdua semoga negeri ini semakin maju di semua bidang dan kemiskinan semakin berkurang semoga tuhan memberkati selalu,"['selamat', 'tugas', 'presiden', 'wakil', 'presiden', 'ku', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'raka', 'dua', 'moga', 'negeri', 'maju', 'bidang', 'miskin', 'kurang', 'moga', 'tuhan', 'kati']"
tfsgsggfshsgsgv,['tfsgsggfshsgsgv']
kabinet gemuk gemoy sama spt pak prabowo jg gemoy mudah mudahan rakyat kecil jg  digemoykan bpjs gratis usia produktif semua dikasih kerja biar ga pengangguran lansia dijamin sandang pangan papan dan kesehatan pengobatannya pendidikan gratis sampai perguruan tinggi negeri koruptor dihukum mati pajak pph  bagi penghasilan diatas  milyar biar subsidi silang,"['kabinet', 'gemuk', 'gemoy', 'spt', 'prabowo', 'jg', 'gemoy', 'mudah', 'mudah', 'rakyat', 'jg', 'digemoykan', 'bpjs', 'gratis', 'usia', 'produktif', 'kasih', 'kerja', 'biar', 'ga', 'anggur', 'lansia', 'jamin', 'sandang', 'pangan', 'papan', 'sehat', 'obat', 'didik', 'gratis', 'guru', 'negeri', 'koruptor', 'hukum', 'mati', 'pajak', 'pph', 'hasil', 'atas', 'milyar', 'biar', 'subsidi', 'silang']"
keren sekali tanpa lihat text bapak prabowo hafal,"['keren', 'lihat', 'text', 'prabowo', 'hafal']"
timeline gk ada wapresnya ,"['timeline', 'gk', 'wapresnya']"
kekecewaan saya terhadap prabowo hanya  saya rakyat keberatan hati atas dipilihnya binatang cak imin sebagai menteri mengapa sampah yang tak punya etika harus dipilih sebagai mentri  saya kecewa pak sebelum bapak menarik keputusan agar sampah cak imin tidak menjabat sebagai menteri terimakasih,"['kecewa', 'prabowo', 'rakyat', 'berat', 'hati', 'pilih', 'binatang', 'cak', 'imin', 'menteri', 'sampah', 'etika', 'pilih', 'tri', 'kecewa', 'tarik', 'putus', 'sampah', 'cak', 'imin', 'jabat', 'menteri', 'terimakasih']"
terima kasih tak terhingga kepada bapak jokowi dan bapak maruf amin atas pengabdian terhadap bangsa dan negara tercinta indonesia dengan segala curahan tenaga dan pikiran salam hormat,"['terima', 'kasih', 'hingga', 'jokowi', 'maruf', 'amin', 'abdi', 'bangsa', 'negara', 'cinta', 'indonesia', 'curah', 'tenaga', 'pikir', 'salam', 'hormat']"
mas gibran akhlak budi perkertinya emang mantap jabatan tangan aja sama persis sama pak jokowi buat adik di jaman skrg contohlah mas gibran kalau salaman ya adik itu tandanya org baik kalau jabat tangannya duanya di pakai,"['mas', 'gibran', 'akhlak', 'budi', 'perkertinya', 'emang', 'mantap', 'jabat', 'tangan', 'aja', 'persis', 'jokowi', 'adik', 'jaman', 'skrg', 'contoh', 'mas', 'gibran', 'salam', 'ya', 'adik', 'tanda', 'org', 'jabat', 'tangan', 'dua', 'pakai']"
sehat dan panjang umur pak presiden,"['sehat', 'umur', 'presiden']"
merinding dengar teriakmerdeka,"['merinding', 'dengar', 'teriakmerdeka']"
masha allah subhanallah alhamdulillah terimakasih terimakasih pak presiden jokowi amp wakil pres maruf atas jasa  th amp untuk pak pres prabowo amp wakil pres gibran semoga allah berkahi selalu aamiin akhir nya untuk rakyat bangsa amp negaraquot  ,"['masha', 'allah', 'subhanallah', 'alhamdulillah', 'terimakasih', 'terimakasih', 'presiden', 'jokowi', 'amp', 'wakil', 'pres', 'maruf', 'jasa', 'th', 'amp', 'pres', 'prabowo', 'amp', 'wakil', 'pres', 'gibran', 'moga', 'allah', 'berkah', 'aamiin', 'nya', 'rakyat', 'bangsa', 'amp', 'negaraquot']"
the best pak prabowo ,"['the', 'best', 'prabowo']"
selamat menjalankan mandat pak presiden republik indonesia,"['selamat', 'jalan', 'mandat', 'presiden', 'republik', 'indonesia']"
hebat prabowo tau semuanya nama pejabat negara lain tanpa liat catatan salutt,"['hebat', 'prabowo', 'tau', 'nama', 'jabat', 'negara', 'liat', 'catat', 'salutt']"
pak ketua mpr gak senyum blas raut wajah seperti tidak bahagia brbrterus kenapa pak jokowi gelar nya tidak di sebutkan ya ,"['ketua', 'mpr', 'gak', 'senyum', 'blas', 'raut', 'wajah', 'bahagia', 'brbrterus', 'jokowi', 'gelar', 'nya', 'sebut', 'ya']"
pak gibran sopan bangetsantun sekali,"['gibran', 'sopan', 'bangetsantun']"
ada rasa sedih dilubuk yg paling dalam yang tak bisa diungkapkan dgn kata hanya melalui mata bisa tersiratkanntah kenapa hati ini menjeritouh pak jokowi aku sangat teramat sayang padamu doaku semoga pak jokowi sekeluarga selalu dalam lindungan tuhan sehat dan berbahagialah selalu dimanapun berada doa terbaik untukmu,"['sedih', 'lubuk', 'yg', 'dgn', 'mata', 'tersiratkanntah', 'hati', 'menjeritouh', 'jokowi', 'amat', 'sayang', 'pada', 'doa', 'moga', 'jokowi', 'keluarga', 'lindung', 'tuhan', 'sehat', 'bahagia', 'mana', 'doa', 'baik', 'untuk']"
